Component ID,Batch,24h Leakage (µA),Allowed Limit (µA),Change from 0h to 24h (µA),Status,Why?,Suggested Action
MLCC_C011420,MLCC_B015,0.0234,0.12,-0.006,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011421,MLCC_B047,0.182,1.3,-0.0075,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011423,MLCC_B012,0.1282,1.3,0.0014,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011426,MLCC_B054,0.0908,0.7,-0.0155,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011429,MLCC_B003,0.1164,0.7,-0.025,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011430,MLCC_B008,0.0707,0.7,-0.0007,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011431,MLCC_B024,0.0343,0.25,-0.0016,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011433,MLCC_B036,0.1758,1.3,-0.0162,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011434,MLCC_B007,0.042,0.25,-0.0062,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011435,MLCC_B009,0.0143,0.12,0.0009,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011436,MLCC_B058,0.1313,1.3,0.006,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011438,MLCC_B045,0.0243,0.25,-0.0009,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011439,MLCC_B021,0.0119,0.12,0.0018,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011440,MLCC_B015,0.0225,0.12,-0.0009,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011444,MLCC_B016,0.1594,1.3,-0.0448,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011446,MLCC_B007,0.0188,0.25,-0.0013,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011447,MLCC_B042,0.1823,1.3,-0.006,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011448,MLCC_B028,0.1801,1.3,-0.0086,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011449,MLCC_B007,0.0277,0.25,-0.0021,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011451,MLCC_B041,0.0274,0.12,0.002,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011453,MLCC_B012,0.1769,1.3,-0.035,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011455,MLCC_B053,0.107,0.7,0.0045,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011457,MLCC_B044,0.0202,0.12,-0.0019,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011458,MLCC_B058,0.0711,1.3,-0.0053,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011459,MLCC_B009,0.0105,0.12,-0.0008,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011460,MLCC_B015,0.0105,0.12,-0.0061,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011461,MLCC_B007,0.0264,0.25,-0.0008,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011463,MLCC_B022,0.0647,0.7,-0.0246,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011464,MLCC_B014,0.0098,0.12,-0.0014,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011466,MLCC_B049,0.0502,0.25,-0.0066,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011467,MLCC_B010,0.0717,0.7,-0.0073,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011468,MLCC_B037,0.025,0.25,-0.0012,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011469,MLCC_B046,0.0443,0.12,0.0169,CHECK / MONITOR,The 24h reading is unusually high compared with other components in the same batch.,MONITOR
MLCC_C011470,MLCC_B051,0.0938,0.7,-0.0118,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011472,MLCC_B012,0.1669,1.3,-0.0007,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011473,MLCC_B054,0.0576,0.7,-0.0177,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011474,MLCC_B037,0.0315,0.25,-0.0033,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011475,MLCC_B003,0.0586,0.7,-0.0055,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011477,MLCC_B033,0.0429,0.25,-0.0011,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011478,MLCC_B047,0.152,1.3,-0.0238,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011480,MLCC_B016,0.1311,1.3,-0.0203,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011481,MLCC_B050,0.0365,0.25,-0.0058,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011482,MLCC_B021,0.0136,0.12,-0.0017,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011483,MLCC_B037,0.0276,0.25,-0.0018,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011485,MLCC_B049,0.0432,0.25,-0.004,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011486,MLCC_B043,0.3108,0.25,0.0083,ABOVE LIMIT,"24h leakage is 0.3108 µA, above the allowed limit of 0.2500 µA.",CHECK / RETEST
MLCC_C011488,MLCC_B008,0.1131,0.7,-0.0136,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011490,MLCC_B039,0.0154,0.12,-0.0016,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011491,MLCC_B025,0.0712,1.3,-0.0024,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011493,MLCC_B013,0.1165,0.7,-0.014,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011494,MLCC_B051,0.0669,0.7,-0.0137,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011495,MLCC_B013,0.0897,0.7,-0.0115,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011496,MLCC_B051,0.0896,0.7,-0.0041,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011497,MLCC_B005,0.0369,0.7,-0.0042,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011499,MLCC_B025,0.0854,1.3,-0.0072,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011500,MLCC_B051,0.3195,0.7,0.2362,CHECK / MONITOR,The 24h reading is unusually high compared with other components in the same batch.,MONITOR
MLCC_C011503,MLCC_B053,0.1123,0.7,-0.0287,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011504,MLCC_B042,0.1256,1.3,-0.0538,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011505,MLCC_B028,0.1394,1.3,-0.0025,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011506,MLCC_B009,0.0178,0.12,-0.0011,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011508,MLCC_B027,0.0267,0.25,-0.0044,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011509,MLCC_B058,0.0619,1.3,0.0171,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011510,MLCC_B041,0.0213,0.12,-0.0008,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011514,MLCC_B009,0.0097,0.12,-0.0021,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011515,MLCC_B024,0.0578,0.25,-0.0061,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011516,MLCC_B013,0.1192,0.7,-0.0081,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011517,MLCC_B036,0.1522,1.3,-0.0108,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011520,MLCC_B028,0.1039,1.3,-0.0056,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011523,MLCC_B016,0.1109,1.3,-0.0122,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011525,MLCC_B008,0.0915,0.7,-0.0158,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011526,MLCC_B050,0.0331,0.25,-0.0,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011527,MLCC_B049,0.0481,0.25,-0.0015,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011529,MLCC_B003,0.126,0.7,-0.0126,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011530,MLCC_B013,0.0735,0.7,-0.008,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011531,MLCC_B012,0.1144,1.3,-0.0033,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011533,MLCC_B011,0.0115,0.12,0.0003,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011537,MLCC_B003,0.0547,0.7,0.0004,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011538,MLCC_B058,0.1457,1.3,-0.0083,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011540,MLCC_B036,0.1459,1.3,-0.0143,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011542,MLCC_B043,0.0221,0.25,-0.0032,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011545,MLCC_B041,0.0102,0.12,-0.001,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011547,MLCC_B003,0.1304,0.7,0.0587,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011549,MLCC_B045,0.0161,0.25,-0.0023,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011551,MLCC_B025,0.127,1.3,-0.0081,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011552,MLCC_B005,0.0438,0.7,-0.0115,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011553,MLCC_B044,0.0147,0.12,-0.0016,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011554,MLCC_B008,0.0831,0.7,-0.0075,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011556,MLCC_B051,0.2615,0.7,0.1704,CHECK / MONITOR,The 24h reading is unusually high compared with other components in the same batch.,MONITOR
MLCC_C011557,MLCC_B039,0.011,0.12,-0.0016,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011558,MLCC_B003,0.067,0.7,-0.0046,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011560,MLCC_B012,2.5983,1.3,2.388,ABOVE LIMIT,"24h leakage is 2.5983 µA, above the allowed limit of 1.3000 µA.",CHECK / RETEST
MLCC_C011561,MLCC_B041,0.0123,0.12,-0.0032,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011562,MLCC_B005,0.0702,0.7,-0.0096,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011564,MLCC_B003,0.0513,0.7,-0.0046,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011567,MLCC_B016,0.203,1.3,0.0001,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011570,MLCC_B053,0.0757,0.7,-0.0091,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011571,MLCC_B016,0.1541,1.3,0.0056,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011572,MLCC_B047,0.2575,1.3,0.0685,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011576,MLCC_B003,0.0842,0.7,-0.0067,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011578,MLCC_B013,0.0953,0.7,-0.0052,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011581,MLCC_B008,0.1195,0.7,0.013,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011582,MLCC_B007,0.0325,0.25,-0.0055,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011583,MLCC_B043,0.0439,0.25,-0.0062,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011584,MLCC_B037,0.036,0.25,-0.0001,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011585,MLCC_B039,0.0094,0.12,-0.0007,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011587,MLCC_B043,0.0232,0.25,-0.0016,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011588,MLCC_B057,0.1257,1.3,-0.0101,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011591,MLCC_B025,0.1395,1.3,-0.0144,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011592,MLCC_B021,0.0117,0.12,-0.0006,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011593,MLCC_B016,0.1019,1.3,-0.0076,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011594,MLCC_B057,0.2235,1.3,-0.0152,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011595,MLCC_B050,0.0301,0.25,-0.0014,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011596,MLCC_B033,0.0193,0.25,-0.0009,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C011598,MLCC_B009,0.0086,0.12,-0.0023,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
